t_unix,live,q0_deg,cur0_a,temp0_c,q1_deg,cur1_a,temp1_c,q2_deg,cur2_a,temp2_c,q3_deg,cur3_a,temp3_c,q4_deg,cur4_a,temp4_c,q5_deg,cur5_a,temp5_c,q6_deg,cur6_a,temp6_c,q7_deg,cur7_a,temp7_c,q8_deg,cur8_a,temp8_c,q9_deg,cur9_a,temp9_c,q10_deg,cur10_a,temp10_c,q11_deg,cur11_a,temp11_c,q12_deg,cur12_a,temp12_c,q13_deg,cur13_a,temp13_c,q14_deg,cur14_a,temp14_c,q15_deg,cur15_a,temp15_c,q16_deg,cur16_a,temp16_c,q17_deg,cur17_a,temp17_c
1786485292.37,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485292.673,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485292.973,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485293.273,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485293.574,18,0.18,0.0,34,16.44,0.0,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485293.874,18,0.18,0.0,34,16.44,0.013,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485294.174,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,39,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485294.475,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485294.775,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485295.075,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485295.376,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485295.676,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,41,78.31,0.0,36
1786485295.976,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485296.277,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485296.577,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485296.877,18,0.18,0.0,34,16.44,0.013,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485297.177,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485297.478,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.0,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485297.78,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,35
1786485298.078,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485298.378,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485298.678,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485298.979,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.0,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485299.279,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.0,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485299.596,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485299.88,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.49,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485300.18,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,37,0.35,0.0,34,17.58,0.0,38,78.49,0.006,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485300.48,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.013,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485300.789,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.0,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
1786485301.085,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.0,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.019,34,-0.09,0.0,34,16.88,0.006,40,78.31,0.0,36
1786485301.381,18,0.18,0.0,34,16.44,0.006,39,79.37,0.0,36,0.35,0.0,34,17.58,0.0,38,78.57,0.0,36,0.0,0.0,35,17.93,0.006,50,79.45,0.0,36,-0.09,0.0,32,16.61,0.006,38,79.19,0.0,33,-0.18,0.0,32,17.14,0.019,42,77.61,0.013,34,-0.09,0.0,34,16.88,0.0,40,78.31,0.0,36
